0,1,2,3,4,5,6
0.21739130434782608,0.6666666666666667,0.6666666666666288,0.5454545454545454,0.33333333333333337,0.9414634146341463,2849.0
0.9130434782608695,0.0,0.33333333333325754,0.0,0.5,0.2829268292682927,4030.0
0.4782608695652174,0.0,1.0,0.0,0.8333333333333334,0.3195121951219512,4083.0
0.43478260869565216,1.0,0.33333333333325754,0.7272727272727273,0.6666666666666666,0.6487804878048781,3838.0
0.6086956521739131,1.0,0.0,0.8181818181818182,0.8333333333333334,0.5926829268292683,3566.0
0.8260869565217391,0.3333333333333333,0.6666666666666288,0.2727272727272727,0.6666666666666666,0.7219512195121951,3343.0
0.0,0.0,0.33333333333325754,0.0,0.9999999999999999,0.1780487804878049,3349.0
0.5217391304347826,0.6666666666666667,0.0,0.5454545454545454,0.9999999999999999,0.8097560975609757,3562.0
0.5217391304347826,0.3333333333333333,0.33333333333325754,0.2727272727272727,0.5,0.5878048780487805,3217.0
0.3913043478260869,1.0,0.6666666666666288,0.9090909090909091,0.8333333333333334,0.4317073170731708,3491.0
0.30434782608695654,0.6666666666666667,0.6666666666666288,0.4545454545454545,0.9999999999999999,0.8804878048780488,3069.0
0.5652173913043478,0.0,0.33333333333325754,0.09090909090909091,0.33333333333333337,0.3073170731707317,3739.0
0.6086956521739131,0.3333333333333333,0.0,0.36363636363636365,0.0,0.6487804878048781,271.0
0.3913043478260869,0.3333333333333333,0.6666666666666288,0.2727272727272727,0.0,0.5390243902439025,2498.0
0.8695652173913043,0.6666666666666667,0.6666666666666288,0.6363636363636364,0.5,0.751219512195122,3668.0
0.08695652173913043,1.0,0.6666666666666288,0.9090909090909091,0.9999999999999999,0.33170731707317075,2468.0
0.3913043478260869,0.3333333333333333,0.0,0.2727272727272727,0.8333333333333334,0.5804878048780487,3309.0
0.4782608695652174,1.0,0.6666666666666288,0.8181818181818182,0.16666666666666666,0.5609756097560975,3001.0
0.13043478260869565,0.3333333333333333,0.6666666666666288,0.2727272727272727,0.33333333333333337,0.5219512195121951,2395.0
0.13043478260869565,0.6666666666666667,0.0,0.4545454545454545,0.33333333333333337,0.5121951219512195,2384.0
0.7391304347826086,0.0,1.0,0.0,0.0,0.175609756097561,3947.0
0.6086956521739131,1.0,0.6666666666666288,0.9090909090909091,0.16666666666666666,0.38780487804878055,3471.0
0.9130434782608695,0.6666666666666667,0.0,0.6363636363636364,0.5,0.724390243902439,3643.0
0.8695652173913043,1.0,0.6666666666666288,0.7272727272727273,0.9999999999999999,0.6341463414634145,2965.0
